Timestamp [ms],X [mm],Y [mm],Z [mm],Heading [degrees],Pitch [degrees],Roll [degrees],Speed,Steering angle [degrees],GPS quality
15394.507338,704052389826.9882,5638919707840.579,87200000.0,13.125,-2.9375,11.625,0.9411764741,0.0, 2.0
15462.011088,704052429371.9049,5638919598050.45,87200000.0,12.5,-2.9375,11.6875,0.9411764741,0.0, 2.0
15530.043171,,,,12.3125,-2.8125,12.125,0.9411764741,3.0, 
15595.784056,704052467460.7472,5638919525317.757,87200000.0,11.6875,-2.875,12.0,0.9098039269,8.0, 2.0
15657.128535,704052548006.664,5638919268680.067,87200000.0,11.4375,-2.6875,11.5,0.9098039269,7.0, 5.0
15728.004369,,,,11.6875,-2.5625,12.0625,0.9411764741,6.0, 
15795.254994,704052602189.3044,5638919085235.797,87100000.0,11.8125,-2.5,11.6875,0.9098039269,3.0, 5.0
15856.761192,704052654187.8325,5638918957377.68,87100000.0,12.75,-2.875,12.8125,0.9411764741,0.0, 5.0
15931.404473,,,,12.8125,-2.6875,12.4375,0.9098039269,0.0, 
15995.164212,704052706186.3629,5638918829519.562,87100000.0,12.8125,-2.6875,11.875,0.9882352948,0.0, 5.0
16057.208327,704052734005.7258,5638918719268.708,87100000.0,11.625,-3.5625,11.8125,0.980392158,2.0, 5.0
16127.2889,,,,11.0625,-2.5625,12.1875,0.9882352948,0.0, 
16194.331817,704052797001.7867,5638918610400.035,87100000.0,10.4375,-2.5625,13.0625,1.003921628,0.0, 5.0
16268.349733,704052837274.7573,5638918482081.193,87100000.0,10.375,-2.375,11.9375,1.003921628,0.0, 5.0
16329.624212,,,,10.25,-2.3125,11.375,1.003921628,2.0, 
16394.335723,704052890001.337,5638918335694.359,87100000.0,9.6875,-2.75,11.5,0.9960784316,0.0, 5.0
16461.956608,704052930274.3113,5638918207375.518,87100000.0,8.6875,-2.25,12.25,1.003921628,0.0, 5.0
16526.824733,,,,8.375,-2.875,11.6875,1.003921628,1.0, 
16595.099212,704052982272.8542,5638918079517.401,87100000.0,7.875,-2.75,11.125,1.003921628,3.0, 2.0
16663.338952,704053047453.046,5638917915062.579,87100000.0,7.75,-2.375,11.125,1.003921628,5.0, 5.0
16726.793171,,,,7.9375,-2.4375,11.6875,1.003921628,7.0, 
16793.05567,704053088454.066,5638917768215.021,87100000.0,8.0,-2.3125,10.8125,1.003921628,8.0, 5.0
16865.966556,704053104547.8726,5638917657503.442,87100000.0,8.8125,-1.875,11.1875,0.9647058845,6.0, 2.0
16926.64041,,,,9.375,-1.75,10.9375,1.003921628,3.0, 
16994.683795,704053155818.3839,5638917548174.047,87000000.0,10.0,-1.125,10.625,0.9960784316,2.0, 2.0
17059.882962,704053194635.289,5638917456912.642,87100000.0,10.4375,-1.3125,10.4375,1.003921628,0.0, 2.0
17130.128639,,,,10.25,-2.0,9.9375,0.9647058845,0.0, 
17193.839368,704053256903.3322,5638917366572.691,87000000.0,10.1875,-1.75,9.5,1.003921628,0.0, 2.0
17265.149316,704053274453.2231,5638917218803.68,87000000.0,9.75,-2.125,9.25,0.9960784316,1.0, 2.0
17332.554629,,,,9.4375,-2.125,9.0625,0.9647058845,0.0, 
17394.964524,704053303000.6436,5638917090024.112,87000000.0,9.0625,-2.4375,9.25,1.003921628,-1.0, 2.0
17463.769576,704053365996.733,5638916981155.445,87000000.0,8.3125,-3.375,8.375,1.003921628,-2.0, 2.0
17528.226712,,,,7.8125,-3.5,8.4375,0.9960784316,-1.0, 
