Frame,Timestamp [ms],X [mm],Y [mm],Z [mm],Heading [degrees],Pitch [degrees],Roll [degrees],Speed,Steering angle [degrees],GPS quality,UTM zone,fitted x deg 1,Y fitted [mm],Z fitted [mm],GPS fitted heading [degrees],corrected IMU heading [degrees]
351,23865.402647,704046437.3539449,5638923069.604826,87155.04365885854,0.3125,-4.6875,10.8125,0.7372549176,30.0,,,704046.4373539445,5638923.069604824,87155.04365885854,-71.7481287705657,-66.66629664911329
352,23929.843793,704046462.1635092,5638922994.375716,87159.17081657134,2.8125,-4.5,10.5625,0.6588235497,30.0,5.0,30U,704046.4621635089,5638922.994375714,87159.17081657134,-71.99847340406359,-69.16629664911329
353,24003.188741,704046490.2428666,5638922907.96417,87164.29345133071,6.9375,-3.375,12.0,0.760784328,29.0,5.0,30U,704046.4902428667,5638922.907964171,87164.29345133073,-72.68644584141794,-73.29129664911329
354,24067.03572,704046513.6677741,5638922832.81807,87168.62237848974,9.875,-4.0,10.5625,0.760784328,25.0,,,704046.5136677738,5638922.8328180695,87168.62237848974,-72.4033083819046,-76.22879664911329
355,24133.751137,704046538.6356372,5638922754.093621,87173.26247292497,13.8125,-2.875,11.6875,0.6901960969,19.0,5.0,30U,704046.5386356371,5638922.75409362,87173.26247292497,-72.96062431073148,-80.16629664911329
356,24198.102022,704046561.9902179,5638922677.891568,87177.74076857287,16.6875,-2.6875,10.8125,0.7686274648,2.0,5.0,30U,704046.5619902175,5638922.67789157,87177.74076857287,-73.2035691702747,-83.04129664911329
357,24266.444106,704046586.4303907,5638922596.923585,87182.57160535209,19.8125,-2.1875,11.125,0.760784328,0.0,,,704046.5864303906,5638922.596923583,87182.57160535209,-72.8920949233895,-86.16629664911329
358,24334.782126,704046611.3749617,5638922515.879776,87187.44881023228,20.75,-1.6875,11.625,0.7764706016,0.0,5.0,30U,704046.6113749614,5638922.515879776,87187.44881023228,-72.98309882464889,-87.10379664911329
359,24409.446189,704046638.5720824,5638922427.015765,87192.9014316597,19.875,-2.25,11.4375,0.6980392337,1.0,5.0,30U,704046.6385720823,5638922.427015765,87192.90143165972,-73.60632985530037,-86.22879664911329
360,24468.008741,704046659.0694549,5638922357.343249,87197.18427817199,19.25,-2.25,11.3125,1.003921628,0.0,,,704046.6590694545,5638922.357343251,87197.18427817199,-73.04032467217343,-85.60379664911329
361,24533.070616,704046682.6880258,5638922279.895478,87201.98215563832,18.5,-2.875,11.125,1.003921628,0.0,5.0,30U,704046.6826880255,5638922.279895477,87201.98215563831,-73.07404503235381,-84.85379664911329
362,24599.534522,704046706.8195544,5638922200.598427,87207.00368284348,18.0625,-2.625,11.4375,1.003921628,0.0,5.0,30U,704046.7068195544,5638922.200598426,87207.0036828435,-72.97525669910829,-84.41629664911329
363,24669.664105,704046732.4195236,5638922116.99385,87212.42483735472,17.875,-2.6875,12.1875,1.003921628,1.0,,,704046.7324195235,5638922.116993849,87212.42483735472,-72.79879285657205,-84.22879664911329
364,24736.134053,704046756.9541193,5638922037.741286,87217.52879806505,17.25,-2.9375,12.5,1.003921628,0.0,5.0,30U,704046.7569541192,5638922.037741288,87217.52879806506,-72.90133538512305,-83.60379664911329
365,24798.109782,704046779.716769,5638921963.744,87222.74388793932,17.0,-2.75,13.0,1.003921628,0.0,5.0,30U,704046.779716769,5638921.963744001,87222.74388793934,-72.66641446148145,-83.35379664911329
366,24866.869366,704046805.3191092,5638921881.71374,87228.59902968888,16.3125,-3.3125,12.375,1.003921628,0.0,,,704046.8053191091,5638921.88171374,87228.59902968889,-72.43858163959851,-82.66629664911329
367,24935.158168,704046831.104117,5638921800.238782,87234.31267873885,16.125,-3.4375,12.5625,1.003921628,0.0,5.0,30U,704046.831104117,5638921.800238782,87234.31267873885,-72.42037599018613,-82.47879664911329
368,24999.889939,704046855.6011635,5638921722.918912,87240.17983647317,15.8125,-3.5,13.25,1.003921628,0.0,5.0,30U,704046.8556011635,5638921.722918913,87240.17983647317,-72.35826783964956,-82.16629664911329
369,25066.130928,704046880.7353402,5638921643.885723,87246.28843682696,16.1875,-2.6875,13.1875,1.003921628,0.0,,,704046.8807353404,5638921.643885722,87246.28843682696,-72.08263826528082,-82.54129664911329
370,25135.545095,704046907.5145137,5638921561.061627,87252.47214077508,15.8125,-3.3125,12.9375,1.003921628,1.0,5.0,30U,704046.9075145137,5638921.561061624,87252.47214077509,-71.81271269748191,-82.16629664911329
371,25213.252595,704046938.0030226,5638921468.260902,87259.40250301121,15.4375,-3.8125,12.9375,1.003921628,0.0,2.0,30U,704046.9380030223,5638921.468260907,87259.40250301121,-72.20926690954093,-81.79129664911329
372,25268.265876,704046959.0727458,5638921402.599919,87264.81630696388,15.125,-3.5625,13.1875,1.003921628,0.0,,,704046.9590727459,5638921.402599917,87264.81630696388,-71.7616949379306,-81.47879664911329
373,25334.829105,704046985.2514191,5638921323.156072,87270.89465585108,14.75,-3.6875,13.3125,1.003921628,0.0,2.0,30U,704046.9852514189,5638921.323156074,87270.89465585108,-71.78877050928304,-81.10379664911329
374,25399.201188,704047010.5420519,5638921246.284955,87276.97448092925,14.25,-3.8125,13.0,1.003921628,0.0,2.0,30U,704047.0105420519,5638921.246284957,87276.97448092926,-71.68246917637873,-80.60379664911329
375,25465.619626,704047036.7413414,5638921167.146857,87283.47268593563,13.875,-3.875,12.4375,1.003921628,0.0,,,704047.0367413409,5638921.167146858,87283.47268593565,-71.46289489346412,-80.22879664911329
376,25536.674053,704047065.1387873,5638921082.458138,87290.07225908095,13.5625,-4.3125,12.5,1.003921628,0.0,2.0,30U,704047.065138787,5638921.082458142,87290.07225908093,-71.4903550191824,-79.91629664911329
377,25601.624626,704047091.0555594,5638921005.044385,87296.40081816891,13.75,-4.5625,12.625,1.003921628,2.0,2.0,30U,704047.0910555592,5638921.005044385,87296.40081816893,-71.42606156465536,-80.10379664911329
378,25666.082855,704047116.830252,5638920928.341041,87302.74661273867,13.4375,-3.9375,12.25,1.003921628,3.0,,,704047.1168302518,5638920.92834104,87302.74661273867,-71.20708818351085,-79.79129664911329
379,25737.109626,704047145.6093712,5638920843.76864,87309.2989478063,13.0,-4.4375,12.625,1.003921628,4.0,2.0,30U,704047.1456093711,5638920.843768639,87309.29894780631,-71.18324002334725,-79.35379664911329
380,25802.94874,704047172.2991737,5638920765.442968,87315.55905648248,12.875,-4.4375,11.625,1.003921628,4.0,2.0,30U,704047.1722991733,5638920.765442969,87315.55905648247,-71.05284924886115,-79.22879664911329
381,25871.67374,704047200.3307289,5638920683.788827,87322.06029118961,13.1875,-3.9375,11.625,1.003921628,3.0,,,704047.2003307288,5638920.683788828,87322.06029118963,-71.0491902293204,-79.54129664911329
382,25932.787751,704047225.2630395,5638920611.1776905,87327.8365539271,13.75,-4.1875,11.9375,1.003921628,0.0,5.0,30U,704047.2252630393,5638920.611177689,87327.8365539271,-70.77525748710667,-80.10379664911329
383,26007.957126,704047256.4480395,5638920521.750929,87334.55516453767,13.6875,-4.1875,12.625,1.003921628,0.0,5.0,30U,704047.2564480398,5638920.521750929,87334.55516453768,-70.74538623818319,-80.04129664911329
384,26073.507178,704047283.6390202,5638920443.908058,87340.72955159776,13.125,-4.25,12.3125,1.003921628,1.0,,,704047.2836390198,5638920.443908059,87340.72955159777,-70.72686709643779,-79.47879664911329
385,26132.939782,704047308.319388,5638920373.325907,87346.29329259448,12.4375,-4.25,12.0625,1.003921628,0.0,5.0,30U,704047.3083193882,5638920.373325906,87346.29329259449,-70.54531931440266,-78.79129664911329
386,26202.597178,704047337.5683129,5638920290.5214,87352.61777319954,12.125,-3.9375,11.5625,1.003921628,0.0,5.0,30U,704047.337568313,5638920.2905214,87352.61777319954,-70.48464153403495,-78.47879664911329
387,26269.886136,704047365.8911561,5638920210.608242,87358.68185073168,11.9375,-3.9375,12.5,1.003921628,7.0,,,704047.3658911558,5638920.210608243,87358.68185073168,-70.44617209168354,-78.29129664911329
388,26333.731448,704047392.830515,5638920134.760371,87364.29960898455,11.6875,-3.125,12.5,1.003921628,10.0,5.0,30U,704047.3928305153,5638920.134760371,87364.29960898455,-70.33242053801803,-78.04129664911329
389,26404.423636,704047422.8852534,5638920050.670847,87370.43718437596,11.625,-3.875,12.625,1.003921628,9.0,2.0,30U,704047.4228852531,5638920.050670847,87370.43718437596,-70.33538111903283,-77.97879664911329
390,26468.76624,704047450.2200687,5638919974.1788645,87376.19469731921,12.25,-3.875,12.0625,1.003921628,0.0,,,704047.4502200685,5638919.9741788665,87376.19469731921,-70.28514934546246,-78.60379664911329
391,26533.110303,704047477.6464698,5638919897.642412,87381.69405379661,13.375,-2.9375,12.25,1.003921628,0.0,2.0,30U,704047.4776464702,5638919.89764241,87381.69405379661,-70.23053103395472,-79.72879664911329
392,26602.243844,704047507.2438483,5638919815.294874,87387.41214120248,14.4375,-3.375,13.0625,1.003921628,0.0,2.0,30U,704047.5072438485,5638919.815294876,87387.41214120248,-70.154275475921,-80.79129664911329
393,26673.249,704047537.7543548,5638919730.760416,87393.18382007329,13.75,-3.4375,11.5625,1.003921628,0.0,,,704047.537754355,5638919.730760416,87393.18382007329,-70.14621072027387,-80.10379664911329
394,26733.19249,704047563.51485,5638919659.418108,87398.15235732713,14.125,-3.25,11.9375,1.003921628,0.0,2.0,30U,704047.5635148496,5638919.659418107,87398.15235732713,-70.07933833612515,-80.47879664911329
395,26805.459625,704047594.7600033,5638919573.201476,87403.68115341615,13.875,-3.875,12.375,1.003921628,2.0,2.0,30U,704047.5947600035,5638919.5732014775,87403.68115341615,-70.04486517083308,-80.22879664911329
396,26872.282542,704047623.7001303,5638919493.49499,87408.77211540143,13.25,-3.6875,12.5,1.003921628,0.0,,,704047.6237001298,5638919.493494992,87408.77211540143,-70.02136615173163,-79.60379664911329
397,26933.955355,704047650.4475149,5638919419.921802,87413.38932920921,12.75,-3.9375,12.4375,1.003921628,0.0,5.0,30U,704047.6504475151,5638919.4199218005,87413.38932920923,-69.96637530775945,-79.10379664911329
398,27004.413427,704047681.1357478,5638919335.760288,87418.29353823855,12.125,-4.1875,12.4375,1.003921628,0.0,5.0,30U,704047.681135748,5638919.335760284,87418.29353823855,-69.93023263644801,-78.47879664911329
399,27072.564209,704047710.8927891,5638919254.312207,87422.98648959243,11.625,-4.3125,11.625,1.003921628,2.0,,,704047.7108927886,5638919.254312208,87422.98648959243,-69.91445258222467,-77.97879664911329
400,27138.614417,704047739.7477839,5638919175.400558,87427.43615215352,11.75,-4.1875,12.25,1.003921628,1.0,5.0,30U,704047.7397477838,5638919.175400556,87427.43615215352,-69.87504950462971,-78.10379664911329
401,27201.092281,704047767.1252825,5638919100.688851,87431.55178742584,11.75,-4.4375,13.25,1.003921628,1.0,5.0,30U,704047.7671252822,5638919.100688852,87431.55178742584,-69.86236760124046,-78.10379664911329
402,27266.980511,704047796.009705,5638919021.918806,87435.69012827113,11.25,-4.8125,13.25,1.003921628,2.0,,,704047.7960097052,5638919.021918806,87435.69012827113,-69.86198754498838,-77.60379664911329
403,27336.437125,704047826.4729818,5638918938.84481,87439.789229341,10.625,-5.0,12.75,1.003921628,3.0,5.0,30U,704047.8264729818,5638918.938844809,87439.789229341,-69.8770796367657,-76.97879664911329
404,27399.862958,704047854.2860086,5638918862.936247,87443.54036142756,10.875,-5.125,13.0,1.003921628,3.0,5.0,30U,704047.8542860083,5638918.862936248,87443.54036142757,-69.82965810174039,-77.22879664911329
405,27476.754365,704047888.1012987,5638918770.881965,87447.69089163469,10.9375,-4.375,13.8125,1.003921628,2.0,5.0,30U,704047.8881012991,5638918.770881966,87447.69089163469,-69.85012450656683,-77.29129664911329
406,27537.383063,704047914.7301807,5638918698.310929,87451.16635787669,10.9375,-4.3125,13.25,1.003921628,2.0,,,704047.914730181,5638918.698310933,87451.16635787669,-69.85424097801575,-77.29129664911329
407,27600.956969,704047942.6514108,5638918622.200988,87454.55547860268,10.75,-4.125,13.6875,1.003921628,0.0,5.0,30U,704047.9426514115,5638918.622200986,87454.55547860268,-69.81404567825234,-77.10379664911329
408,27677.365458,704047976.294518,5638918530.692489,87458.27997078757,10.9375,-3.4375,13.75,1.003921628,0.0,5.0,30U,704047.9762945175,5638918.530692484,87458.27997078757,-69.84155206417893,-77.29129664911329
409,27738.230042,704048003.0456419,5638918457.822017,87461.58477574242,10.5,-3.8125,13.9375,1.003921628,0.0,,,704048.0030456424,5638918.457822021,87461.58477574242,-69.84630799503321,-76.85379664911329
410,27801.478063,704048030.8432174,5638918382.081577,87464.80094133814,9.6875,-4.1875,13.5,1.003921628,0.0,5.0,30U,704048.0308432173,5638918.382081579,87464.80094133814,-69.82633415621808,-76.04129664911329
411,27875.102021,704048063.2481947,5638918293.882359,87468.13491703861,9.5,-3.4375,13.6875,1.003921628,0.0,,,704048.0632481948,5638918.293882357,87468.13491703861,-69.86118915628094,-75.85379664911329
412,27938.40624,704048091.074352,5638918218.003115,87471.0335850603,9.25,-3.9375,14.125,1.003921628,0.0,5.0,30U,704048.0910743515,5638918.218003113,87471.0335850603,-69.88023997118285,-75.60379664911329
413,28004.286552,704048120.0262399,5638918138.972827,87474.04199696048,8.9375,-4.3125,14.5,1.003921628,2.0,5.0,30U,704048.1200262394,5638918.138972825,87474.04199696048,-69.90171055940766,-75.29129664911329
414,28081.560198,704048153.9766713,5638918046.190329,87477.2183136306,8.5625,-4.25,13.875,1.003921628,0.0,5.0,30U,704048.1539766713,5638918.046190327,87477.2183136306,-69.98169837948694,-74.91629664911329
415,28140.211344,704048179.6415949,5638917975.746549,87480.02619308427,8.1875,-4.1875,13.75,1.003921628,0.0,,,704048.179641595,5638917.975746549,87480.02619308425,-69.5148887518609,-74.54129664911329
416,28202.409677,704048207.7413154,5638917900.530853,87482.60484253493,8.0,-3.875,13.9375,1.003921628,0.0,5.0,30U,704048.2077413157,5638917.900530853,87482.60484253493,-69.51404267767248,-74.35379664911329
417,28269.597333,704048238.0355607,5638917819.444633,87485.05917063633,7.625,-3.75,13.9375,1.003921628,2.0,,,704048.2380355609,5638917.819444635,87485.05917063633,-69.48188823878831,-73.97879664911329
418,28338.451291,704048269.1597961,5638917736.27924,87487.25122126998,7.4375,-3.375,14.125,1.003921628,0.0,5.0,30U,704048.2691597963,5638917.736279239,87487.25122126998,-69.45056543072093,-73.79129664911329
419,28408.542906,704048300.8529109,5638917651.734601,87489.25703133114,6.9375,-3.75,13.5625,1.003921628,0.0,5.0,30U,704048.3008529105,5638917.651734599,87489.25703133114,-69.4525100092722,-73.29129664911329
420,28469.418844,704048328.3721882,5638917578.31652,87490.9260795824,6.6875,-3.375,14.0,1.003921628,0.0,,,704048.3283721873,5638917.578316518,87490.9260795824,-69.3702321422661,-73.04129664911329
421,28535.325302,704048358.2886438,5638917498.85046,87492.3738848738,6.4375,-3.75,13.4375,1.003921628,2.0,5.0,30U,704048.3582886438,5638917.498850459,87492.3738848738,-69.39616851747348,-72.79129664911329
422,28607.10025,704048390.8234698,5638917412.310529,87493.63513029726,6.125,-3.8125,13.1875,1.003921628,2.0,5.0,30U,704048.3908234697,5638917.4123105295,87493.63513029726,-69.37572383954046,-72.47879664911329
423,28671.269208,704048419.934473,5638917334.961484,87494.62497448685,5.875,-3.75,13.5,1.003921628,1.0,,,704048.419934473,5638917.334961485,87494.62497448685,-69.26228382607292,-72.22879664911329
424,28741.406656,704048451.9280051,5638917250.461325,87495.29714972584,5.9375,-4.125,13.5,1.003921628,2.0,5.0,30U,704048.4519280052,5638917.250461324,87495.29714972584,-69.2669239533895,-72.29129664911329
425,28809.722385,704048483.0877923,5638917168.143091,87495.90001302636,6.125,-3.25,12.6875,1.003921628,1.0,5.0,30U,704048.4830877922,5638917.16814309,87495.90001302636,-69.3514353071539,-72.47879664911329
426,28869.126864,704048510.0805482,5638917096.514431,87496.29460756374,5.9375,-3.3125,12.625,1.003921628,2.0,,,704048.5100805484,5638917.096514431,87496.29460756376,-69.19416215094975,-72.29129664911329
427,28943.245927,704048544.0178559,5638917007.201257,87496.1847043143,5.625,-3.0625,12.25,1.003921628,2.0,5.0,30U,704048.5440178558,5638917.0072012525,87496.1847043143,-69.29242292830179,-71.97879664911329
428,29003.729208,704048571.6351006,5638916934.143553,87496.14128302994,5.75,-3.25,12.625,1.003921628,3.0,5.0,30U,704048.5716351003,5638916.934143556,87496.14128302994,-69.34890289786864,-72.10379664911329
429,29068.513739,704048601.1074218,5638916855.945535,87495.78486842746,5.75,-3.0625,12.5625,1.003921628,3.0,,,704048.6011074216,5638916.855945535,87495.78486842746,-69.14667274223154,-72.10379664911329
430,29142.139312,704048634.9265065,5638916767.165174,87494.924222276,6.0625,-3.0,12.8125,1.003921628,3.0,5.0,30U,704048.6349265066,5638916.76716517,87494.924222276,-69.28162755606184,-72.41629664911329
431,29208.317124,704048665.1731273,5638916687.197371,87493.90319629764,6.25,-3.0,11.6875,1.003921628,4.0,5.0,30U,704048.665173127,5638916.687197371,87493.90319629764,-69.43313488138949,-72.60379664911329
432,29269.227697,704048692.824679,5638916613.502233,87492.6835771848,6.375,-2.875,11.6875,1.003921628,3.0,,,704048.6928246787,5638916.613502233,87492.6835771848,-69.2607135873464,-72.72879664911329
433,29337.251604,704048723.9727627,5638916531.241846,87490.87464650592,6.9375,-3.1875,11.4375,1.003921628,3.0,5.0,30U,704048.7239727625,5638916.531241848,87490.87464650592,-69.25999055557259,-73.29129664911329
434,29413.164416,704048758.7458967,5638916439.411404,87488.55447379345,7.125,-3.375,11.375,1.003921628,3.0,5.0,30U,704048.7587458969,5638916.439411402,87488.55447379345,-69.58627695489355,-73.47879664911329
435,29469.096395,704048784.0032256,5638916371.546249,87486.5788337521,7.125,-3.5625,11.1875,1.003921628,4.0,,,704048.7840032256,5638916.371546248,87486.57883375211,-69.25015458264312,-73.47879664911329
436,29538.99676,704048816.0563753,5638916286.942721,87483.79979874173,7.25,-4.1875,10.6875,1.003921628,4.0,5.0,30U,704048.8160563749,5638916.286942718,87483.79979874173,-69.27290844905212,-73.60379664911329
437,29607.173791,704048847.3046083,5638916204.364773,87480.83512005948,7.0,-3.8125,10.375,1.003921628,3.0,5.0,30U,704048.8473046087,5638916.204364774,87480.83512005948,-69.43065819038566,-73.35379664911329
438,29668.419416,704048875.1837549,5638916130.072831,87477.83861393429,6.9375,-4.0,10.125,1.003921628,3.0,,,704048.875183755,5638916.130072829,87477.83861393429,-69.12817770927359,-73.29129664911329
439,29739.605718,704048908.0394814,5638916043.905061,87474.12838768715,6.9375,-4.0625,9.75,1.003921628,3.0,5.0,30U,704048.9080394816,5638916.043905054,87474.12838768715,-69.15662855622605,-73.29129664911329
440,29809.11478,704048940.0954057,5638915959.709287,87470.29405045178,7.125,-3.625,9.9375,1.003921628,4.0,5.0,30U,704048.9400954054,5638915.959709286,87470.29405045176,-69.25483835601187,-73.47879664911329
441,29873.544572,704048969.6813248,5638915881.59868,87466.43254018768,7.375,-3.75,9.9375,1.003921628,3.0,,,704048.9696813247,5638915.881598678,87466.43254018768,-69.10127890690188,-73.72879664911329
442,29938.953583,704048999.9412789,5638915802.350384,87462.20990059615,7.3125,-4.125,9.875,1.003921628,2.0,5.0,30U,704048.9999412791,5638915.802350383,87462.20990059615,-68.89586916233998,-73.66629664911329
443,30012.748374,704049034.4079188,5638915713.04717,87457.40116141344,7.4375,-3.875,9.875,1.003921628,1.0,5.0,30U,704049.0344079185,5638915.71304717,87457.40116141344,-69.18649934875265,-73.79129664911329
444,30071.902437,704049061.7106858,5638915641.223118,87453.07766439454,7.3125,-4.1875,9.8125,1.003921628,0.0,,,704049.0617106857,5638915.641223114,87453.07766439454,-68.86809460024614,-73.66629664911329
445,30139.827645,704049093.5063114,5638915558.959249,87447.99815908265,6.9375,-3.875,9.9375,1.003921628,0.0,5.0,30U,704049.0935063113,5638915.558959247,87447.99815908265,-68.82827528957841,-73.29129664911329
446,30206.088687,704049124.6229041,5638915478.618307,87442.75378380367,6.8125,-3.375,10.25,1.003921628,0.0,5.0,30U,704049.1246229042,5638915.478618306,87442.75378380367,-68.71256033948549,-73.16629664911329
447,30275.526812,704049157.37898,5638915394.548869,87437.06396667604,6.0625,-3.5625,10.125,1.003921628,1.0,,,704049.1573789796,5638915.394548867,87437.06396667604,-68.69164843950819,-72.41629664911329
448,30338.640614,704049187.2024714,5638915318.088498,87431.44706275249,5.75,-3.5,10.3125,1.003921628,0.0,5.0,30U,704049.1872024713,5638915.318088499,87431.44706275249,-68.47750393241648,-72.10379664911329
449,30409.902645,704049221.1967688,5638915231.888213,87425.11008686168,5.3125,-3.0625,10.3125,1.003921628,4.0,5.0,30U,704049.2211967686,5638915.231888215,87425.11008686166,-68.57667970367993,-71.66629664911329
450,30473.450666,704049251.3877879,5638915154.942019,87419.18508105213,4.9375,-4.125,10.6875,1.003921628,5.0,,,704049.2513877879,5638915.154942017,87419.18508105213,-68.43534798209305,-71.29129664911329
451,30537.152176,704049281.8378154,5638915077.895187,87412.98760813996,4.625,-3.9375,11.0625,1.003921628,8.0,5.0,30U,704049.2818378153,5638915.077895186,87412.98760813997,-68.21751592943053,-70.97879664911329
452,30610.95827,704049317.4381863,5638914988.808934,87405.88878680751,4.8125,-3.6875,11.0,1.003921628,7.0,5.0,30U,704049.3174381864,5638914.988808934,87405.88878680751,-68.29022039856443,-71.16629664911329
453,30676.637801,704049349.0226685,5638914909.480052,87399.2029897384,5.4375,-3.875,11.0625,1.003921628,3.0,,,704049.3490226682,5638914.909480052,87399.2029897384,-68.24478091767486,-71.79129664911329
454,30737.352124,704049378.3116153,5638914836.086153,87392.57288197144,6.375,-2.8125,10.6875,1.003921628,1.0,5.0,30U,704049.3783116154,5638914.836086151,87392.57288197144,-67.96631105780443,-72.72879664911329
455,30811.368634,704049414.3936371,5638914746.93098,87384.82522360755,6.6875,-3.375,10.6875,1.003921628,0.0,5.0,30U,704049.4143936369,5638914.746930978,87384.82522360755,-68.12838001662249,-73.04129664911329
456,30872.418113,704049443.9665756,5638914673.260562,87377.91086395264,6.4375,-3.75,10.375,1.003921628,0.0,,,704049.4439665753,5638914.673260561,87377.91086395264,-67.89163204030012,-72.79129664911329
457,30937.563322,704049475.8424239,5638914594.792693,87370.4431845779,6.3125,-4.0625,9.1875,1.003921628,0.0,5.0,30U,704049.4758424234,5638914.594792692,87370.4431845779,-67.7153335650487,-72.66629664911329
458,31008.145822,704049510.6613489,5638914509.830619,87362.37935784705,5.9375,-4.0625,9.125,1.003921628,1.0,5.0,30U,704049.5106613492,5638914.50983062,87362.37935784705,-67.72483478286648,-72.29129664911329
459,31074.530353,704049543.3935268,5638914429.922688,87354.38408875678,5.8125,-4.375,9.8125,1.003921628,0.0,,,704049.5433935266,5638914.429922686,87354.38408875678,-67.53263248608204,-72.16629664911329
460,31140.82327,704049576.3381504,5638914350.259026,87346.26401107221,4.9375,-4.5,9.5,1.003921628,0.0,5.0,30U,704049.5763381503,5638914.350259027,87346.2640110722,-67.39510282121557,-71.29129664911329
461,31210.016395,704049610.9384089,5638914267.157268,87337.87878884067,4.75,-5.25,8.875,1.003921628,1.0,5.0,30U,704049.6109384092,5638914.267157265,87337.87878884067,-67.49036305510492,-71.10379664911329
462,31272.200613,704049641.9150596,5638914192.408578,87329.69818815016,4.3125,-4.75,8.625,1.003921628,3.0,,,704049.6419150595,5638914.1924085785,87329.69818815016,-67.16296713676627,-70.66629664911329
463,31340.805405,704049676.5220813,5638914110.2304535,87320.92132427027,4.5,-4.6875,9.1875,1.003921628,5.0,5.0,30U,704049.676522081,5638914.110230452,87320.92132427027,-67.05561865650549,-70.85379664911329
464,31411.029311,704049712.1344218,5638914026.106081,87311.97493209288,5.1875,-4.1875,9.6875,1.003921628,9.0,5.0,30U,704049.7121344217,5638914.026106082,87311.97493209288,-67.1605048731056,-71.54129664911329
465,31473.851499,704049743.8723797,5638913950.749911,87303.52961389939,5.125,-3.9375,9.8125,1.003921628,9.0,,,704049.74387238,5638913.950749911,87303.52961389939,-66.85386348242235,-71.47879664911329
466,31541.409415,704049778.4021245,5638913869.97635,87294.65543260035,5.6875,-3.9375,9.9375,1.003921628,5.0,5.0,30U,704049.7784021244,5638913.869976351,87294.65543260035,-66.79175978743638,-72.04129664911329
467,31607.208478,704049812.1389843,5638913791.293616,87285.82615779416,6.375,-3.5,10.1875,1.003921628,0.0,5.0,30U,704049.812138984,5638913.791293615,87285.82615779416,-66.55720347503234,-72.72879664911329
468,31676.227071,704049847.7978684,5638913709.059372,87276.62879441632,6.625,-3.75,9.875,1.003921628,0.0,,,704049.8477978683,5638913.709059373,87276.62879441632,-66.15935303908572,-72.97879664911329
469,31759.265509,704049891.3203123,5638913610.570077,87266.27893869883,5.9375,-3.75,10.4375,1.003921628,0.0,5.0,30U,704049.8913203124,5638913.610570076,87266.27893869883,-65.70802171164974,-72.29129664911329
470,31888.188842,704049960.0134983,5638913458.374725,87252.03758737157,5.1875,-4.4375,10.0625,1.003921628,0.0,5.0,30U,704049.9600134979,5638913.458374725,87252.03758737157,-65.90123972713633,-71.54129664911329
471,31957.933478,704049996.9993933,5638913375.686917,87242.41026085975,5.375,-4.875,9.6875,1.003921628,0.0,,,704049.9969993936,5638913.375686919,87242.41026085975,-65.64375968603002,-71.72879664911329
472,32030.026134,704050035.5924445,5638913290.435997,87232.62426080347,4.8125,-4.6875,11.125,1.003921628,4.0,5.0,30U,704050.0355924447,5638913.290436,87232.62426080347,-65.16371723210966,-71.16629664911329
